comments,keywords
: 牙膏是真的爛 BLG上去也是被3：0,"[':', ' ', '牙膏', '是', '真的', '爛', ' ', 'BLG', '上去', '也', '是', '被', '3', '：', '0']"
: 作弊賽區豚開始把大家都歸類G2粉囉,"[':', ' ', '作弊', '賽區豚', '開始', '把', '大家', '都', '歸類', 'G2', '粉', '囉']"
: 真慘 BLG已經很爛了 結果歐美真的沒一隊能贏== 輸就,"[':', ' ', '真慘', ' ', 'BLG', '已經', '很爛', '了', ' ', '結果', '歐美', '真的', '沒一隊', '能贏', '=', '=', ' ', '輸', '就']"
: 這場輸了最好阿~還有藉口 賺,"[':', ' ', '這場', '輸', '了', '最好', '阿', '~', '還有', '藉口', ' ', '賺']"
: 撿到一把ELK發瘋 其他幾把雙C真的爛,"[':', ' ', '撿', '到', '一把', 'ELK', '發瘋', ' ', '其他', '幾把雙', 'C', '真的', '爛']"
: caps這幾場的噁心程度快超越Ubao了,"[':', ' ', 'caps', '這幾場', '的', '噁', '心', '程度', '快', '超越', 'Ubao', '了']"
: 牙膏爛也是因為對上左手 打打外卡夠了好嗎,"[':', ' ', '牙膏', '爛', '也', '是', '因為', '對', '上', '左手', ' ', '打打', '外卡', '夠了', '好', '嗎']"
: 這個BO5也爛到沒了,"[':', ' ', '這個', 'BO5', '也', '爛到', '沒', '了']"
: 算了 還都是虐殺局,"[':', ' ', '算了', ' ', '還都', '是', '虐', '殺局']"
: 還是期待C9 瘋一下好了==.,"[':', ' ', '還是', '期待', 'C9', ' ', '瘋', '一下', '好', '了', '=', '=', '.']"
: 上一場也是雙C在搞，被抓又送頭,"[':', ' ', '上', '一場', '也', '是雙', 'C', '在', '搞', '，', '被', '抓', '又', '送頭']"
: 直接蒸發,"[':', ' ', '直接', '蒸發']"
: 牙膏從季後賽爛到現在 打打CAPS還是輕鬆,"[':', ' ', '牙膏', '從', '季後賽', '爛到', '現在', ' ', '打打', 'CAPS', '還是', '輕', '鬆']"
: 韓總真的廢到爆,"[':', ' ', '韓總', '真的', '廢到', '爆']"
: caps到底有屁用,"[':', ' ', 'caps', '到底', '有', '屁用']"
: 打的贏李哥跟chovy喔 牙膏 別鬧了 老哥,"[':', ' ', '打', '的', '贏李哥', '跟', 'chovy', '喔', ' ', '牙膏', ' ', '別鬧', '了', ' ', '老哥']"
: 能準備睡囉,"[':', ' ', '能', '準備', '睡', '囉']"
: 換上路發病,"[':', ' ', '換', '上路', '發病']"
: Caps和韓總令人失望,"[':', ' ', 'Caps', '和', '韓總', '令人', '失望']"
: 牙膏這幾場也很爛好不好啥叫遇到左手才爛,"[':', ' ', '牙膏', '這幾場', '也', '很爛', '好不好', '啥', '叫', '遇到', '左手', '才爛']"
: Elk重拾信心,"[':', ' ', 'Elk', '重拾', '信心']"
: MSI最爛黑甲確定,"[':', ' ', 'MSI', '最爛', '黑甲', '確定']"
: 兩場關鍵會戰 韓總 操作跟銀牌一樣,"[':', ' ', '兩場', '關鍵', '會戰', ' ', '韓總', ' ', '操作', '跟', '銀牌', '一樣']"
: G2雙C看起來很不想贏,"[':', ' ', 'G2', '雙', 'C', '看起', '來', '很', '不想', '贏']"
: 這黑甲這邊隨便一個人去玩都差不多,"[':', ' ', '這黑甲', '這邊', '隨便', '一個', '人', '去', '玩', '都', '差不多']"
: 好爽  這就是LPL!!!,"[':', ' ', '好爽', ' ', ' ', '這', '就是', 'LPL', '!', '!', '!']"
: ELK的打法都不會被懲罰到，反倒韓總 差低,"[':', ' ', 'ELK', '的', '打法', '都', '不會', '被', '懲罰', '到', '，', '反倒', '韓總', ' ', '差低']"
: G2這雙C有啥用，對線爛，團戰場場暴斃,"[':', ' ', 'G2', '這雙', 'C', '有', '啥', '用', '，', '對線爛', '，', '團戰場場', '暴斃']"
: 打LEC平時還是得好好打的，春季賽亂玩說世界賽才能,"[':', ' ', '打', 'LEC', '平時', '還是', '得', '好好', '打', '的', '，', '春季', '賽亂', '玩', '說', '世界', '賽', '才能']"
: 扣閃到最後,"[':', ' ', '扣閃到', '最', '後']"
: Faker的黑甲跟Caps的黑甲就是兩個不同角色......,"[':', ' ', 'Faker', '的', '黑甲', '跟', 'Caps', '的', '黑甲', '就是', '兩個', '不同', '角色', '......']"
: chovy還真的挺難講的,"[':', ' ', 'chovy', '還', '真的', '挺', '難講', '的']"
: 拿頭不敢點 沒優勢直接隱身,"[':', ' ', '拿頭', '不敢', '點', ' ', '沒', '優勢', '直接', '隱身']"
: 這JC完全沒用,"[':', ' ', '這', 'JC', '完全', '沒用']"
: 放路娜就沒想到自己人送到肥，然後一直打不會贏的團,"[':', ' ', '放路娜', '就', '沒', '想到', '自己', '人', '送到', '肥', '，', '然', '後', '一直', '打不會', '贏的團']"
: 讓我認真，然後幾乎是打出MSI中路下限中的下限,"[':', ' ', '讓', '我', '認真', '，', '然後幾乎', '是', '打出', 'MSI', '中路', '下限', '中', '的', '下限']"
: 空==,"[':', ' ', '空', '=', '=']"
: 有人空大阿  笑死,"[':', ' ', '有人', '空大', '阿', ' ', ' ', '笑', '死']"
: 空,"[':', ' ', '空']"
: Faker的卡桑蒂玩起來跟路西恩一樣,"[':', ' ', 'Faker', '的', '卡桑', '蒂', '玩', '起來', '跟', '路西', '恩一樣']"
: 剪爛,"[':', ' ', '剪爛']"
: 沒了,"[':', ' ', '沒', '了']"
: 這波BIN好強,"[':', ' ', '這波', 'BIN', '好強']"
: GG,"[':', ' ', 'GG']"
: GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,"[':', ' ', 'GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG']"
: 抓到也沒用 其他太痛了,"[':', ' ', '抓到', '也', '沒用', ' ', '其他', '太痛', '了']"
: 韓總空大真的好爛,"[':', ' ', '韓總空', '大', '真的', '好爛']"
: 媽的 爛尾,"[':', ' ', '媽的', ' ', '爛尾']"
: zod:傑西很猛傑西很猛 下一秒被關三殺==,"[':', ' ', 'zod', ':', '傑西', '很', '猛傑西', '很', '猛', ' ', '下', '一秒', '被', '關三殺', '=', '=']"
: 韓總這兩把玩得像個CAPS一樣==,"[':', ' ', '韓總', '這兩', '把玩', '得', '像', '個', 'CAPS', '一樣', '=', '=']"
: GG好可惜,"[':', ' ', 'GG', '好', '可惜']"
: 剪剪,"[':', ' ', '剪剪']"
: 已經開很好了 關這時候處理不了,"[':', ' ', '已經開', '很', '好', '了', ' ', '關這時候', '處理', '不了']"
: BLG晉級!!!!!!!!!!我們是四強!!!!!!!!!!!!!!!!!!,"[':', ' ', 'BLG', '晉級', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '我們', '是', '四強', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!']"
: 88,"[':', ' ', '88']"
: 大東的大絕真的這麼難中嗎,"[':', ' ', '大東', '的', '大絕', '真的', '這麼', '難', '中', '嗎']"
: 第四場 G2雙C不想贏,"[':', ' ', '第四', '場', ' ', 'G2', '雙', 'C', '不想', '贏']"
: J4好爛,"[':', ' ', 'J4', '好爛']"
: 韓總超級爛,"[':', ' ', '韓總', '超級爛']"
: GG  裝差太多了,"[':', ' ', 'GG', ' ', ' ', '裝差', '太多', '了']"
: BIN出手了 遊戲結束,"[':', ' ', 'BIN', '出手', '了', ' ', '遊戲', '結束']"
: 剪剪,"[':', ' ', '剪剪']"
: 怎麼沒有第五把 哭啊,"[':', ' ', '怎麼', '沒有', '第五', '把', ' ', '哭', '啊']"
: 傑西根本就不熟悉,"[':', ' ', '傑西', '根本', '就', '不', '熟悉']"
: 空大......,"[':', ' ', '空大', '......']"
: 大東還空大，你到底有用屁用,"[':', ' ', '大東', '還空大', '，', '你', '到底', '有用', '屁用']"
: 爛死 作弊有夠爛的,"[':', ' ', '爛死', ' ', '作弊', '有', '夠爛', '的']"
: 韓總玩太爛了，布朗母也沒啥用,"[':', ' ', '韓總玩太爛', '了', '，', '布朗', '母', '也', '沒', '啥', '用']"
: QQ,"[':', ' ', 'QQ']"
: G2到底為啥能選個這麼糞的陣容,"[':', ' ', 'G2', '到底', '為', '啥', '能', '選個', '這麼', '糞', '的', '陣容']"
: BIN最後終於出手,"[':', ' ', 'BIN', '最後終', '於', '出手']"
: 正義必勝 哈哈哈哈哈,"[':', ' ', '正義必勝', ' ', '哈哈哈', '哈哈']"
: 拐氣成功 被韓國虐爛吧,"[':', ' ', '拐氣', '成功', ' ', '被', '韓國', '虐爛', '吧']"
: 憋了很久還是空,"[':', ' ', '憋', '了', '很', '久', '還是', '空']"
: 韓總空 ELK也是各種空 大東大絕是不是不用點,"[':', ' ', '韓總空', ' ', 'ELK', '也', '是', '各種', '空', ' ', '大東大絕', '是不是', '不用', '點']"
: 雖然caps很爛 但是AD差距差很大XDDD,"[':', ' ', '雖然', 'caps', '很爛', ' ', '但是', 'AD', '差距', '差', '很大', 'XDDD']"
: 但上去也就是被Gg打爛而已,"[':', ' ', '但', '上去', '也', '就是', '被', 'Gg', '打爛', '而已']"
: 無所謂,"[':', ' ', '無所謂']"
: 第三把沒贏真的活該,"[':', ' ', '第三', '把', '沒贏', '真的', '活該']"
: 明明能車 幹嘛暫停 噁心,"[':', ' ', '明明', '能車', ' ', '幹嘛', '暫停', ' ', '噁', '心']"
: 爛死xd,"[':', ' ', '爛死', 'xd']"
: 黑甲一個輔助都殺不掉笑死,"[':', ' ', '黑甲', '一個', '輔助', '都', '殺', '不', '掉', '笑', '死']"
: 韓總這bo真的爛,"[':', ' ', '韓總', '這', 'bo', '真的', '爛']"
: 快滾吧,"[':', ' ', '快', '滾', '吧']"
: 牙膏打外卡也很畜好吧,"[':', ' ', '牙膏', '打', '外卡', '也', '很', '畜好', '吧']"
: 爛啊 歐洲也就這樣了,"[':', ' ', '爛', '啊', ' ', '歐洲', '也', '就', '這樣', '了']"
: G2活該，有問題還不選重開,"[':', ' ', 'G2', '活該', '，', '有', '問題', '還不選', '重開']"
: 哈哈  一定都是BLG餅乾不能吃害G2輸的,"[':', ' ', '哈哈', ' ', ' ', '一定', '都', '是', 'BLG', '餅乾', '不能', '吃害', 'G2', '輸', '的']"
: Caps好好反省吧，就算打LEC也要拚冠軍保持狀態啊,"[':', ' ', 'Caps', '好好', '反省', '吧', '，', '就算', '打', 'LEC', '也', '要', '拚', '冠', '軍', '保持', '狀態', '啊']"
: 還是被虐,"[':', ' ', '還是', '被', '虐']"
: 就暫停被斷節奏,"[':', ' ', '就', '暫停', '被', '斷節', '奏']"
: ELK讓了一場 算是給地主隊一點面子了,"[':', ' ', 'ELK', '讓', '了', '一場', ' ', '算是', '給', '地主', '隊一點', '面子', '了']"
: 四強是LPL跟LCK 史上第一次嗎?,"[':', ' ', '四強', '是', 'LPL', '跟', 'LCK', ' ', '史上', '第一次', '嗎', '?']"
: 好了啦 趕快去寄生別隊了,"[':', ' ', '好', '了', '啦', ' ', '趕快', '去', '寄生', '別隊', '了']"
: 明天拿身家壓GenG 媽的作弊下去,"[':', ' ', '明天', '拿', '身家', '壓', 'GenG', ' ', '媽的', '作弊', '下去']"
: 韓總是不是讓一個閃 ㄏㄏ,"[':', ' ', '韓總', '是不是', '讓', '一個', '閃', ' ', 'ㄏ', 'ㄏ']"
: 達瑞斯金人 韓總扣閃 真的菜雞,"[':', ' ', '達', '瑞斯', '金', '人', ' ', '韓總扣', '閃', ' ', '真的', '菜雞']"
: CAPS真的醜到給狗幹 就他的黑甲看起來特別軟,"[':', ' ', 'CAPS', '真的', '醜到', '給狗', '幹', ' ', '就', '他', '的', '黑甲', '看', '起來', '特別', '軟']"
: 不會真有人認為沒那暫停G2就能贏吧,"[':', ' ', '不會', '真', '有人', '認為', '沒', '那', '暫停', 'G2', '就', '能贏', '吧']"
: 看了好幾場 真正有BUG的應該是大東的R不是餅乾,"[':', ' ', '看', '了', '好', '幾場', ' ', '真正', '有', 'BUG', '的', '應該', '是', '大東', '的', 'R', '不是', '餅乾']"
: Let's go G2 可以回家啦,"[':', ' ', 'Let', ""'"", 's', ' ', 'go', ' ', 'G2', ' ', '可以', '回家', '啦']"
: 好了啦LPL粉真的都噁到爛 出去被車撞一撞,"[':', ' ', '好', '了', '啦', 'LPL', '粉', '真的', '都', '噁', '到爛', ' ', '出去', '被車', '撞', '一撞']"
: 今年歐美真的特別爛,"[':', ' ', '今年', '歐美', '真的', '特別爛']"
: 沒事 還有C9 最後希望,"[':', ' ', '沒事', ' ', '還有', 'C9', ' ', '最', '後', '希望']"
: 一到世界賽狀態完全維持不了，太慘了,"[':', ' ', '一到', '世界', '賽狀態', '完全', '維持', '不了', '，', '太慘', '了']"
: 路西恩肥成那鬼樣子不管哪個坦看起來都很軟,"[':', ' ', '路西', '恩肥成', '那', '鬼', '樣子', '不管', '哪個', '坦看', '起來', '都', '很', '軟']"
: 歐洲掰掰~~~,"[':', ' ', '歐洲', '掰掰', '~', '~', '~']"
: 拿到一分還是靠人送的,"[':', ' ', '拿到', '一分', '還是', '靠', '人', '送', '的']"
: G2真的活該 笑死 以為自己優勢開局 還敢酸餅乾啊,"[':', ' ', 'G2', '真的', '活該', ' ', '笑', '死', ' ', '以為', '自己', '優勢', '開局', ' ', '還敢', '酸餅', '乾', '啊']"
: 我看到牙膏選冰女 就覺得BLG要贏了,"[':', ' ', '我', '看到', '牙膏', '選冰女', ' ', '就', '覺得', 'BLG', '要贏', '了']"
: 連詛咒人都出來了耶 LPL黑好可怕,"[':', ' ', '連詛咒', '人', '都', '出來', '了', '耶', ' ', 'LPL', '黑好', '可怕']"
: 輸不起的作弊賽區7414,"[':', ' ', '輸不起', '的', '作弊', '賽區', '7414']"
: 今天早上好像有篇文說韓總屌打elk的,"[':', ' ', '今天', '早上', '好像', '有篇文', '說', '韓總', '屌', '打', 'elk', '的']"
: 目前最爛的黑甲---caps,"[':', ' ', '目前', '最爛', '的', '黑甲', '---', 'caps']"
: C9還想打贏GENG啊 這個作夢都沒想到,"[':', ' ', 'C9', '還想', '打贏', 'GENG', '啊', ' ', '這個', '作夢', '都', '沒', '想到']"
: 這場跟caps也沒啥關係吧 AD直接被對位爆了,"[':', ' ', '這場', '跟', 'caps', '也', '沒', '啥關', '係', '吧', ' ', 'AD', '直接', '被', '對位', '爆', '了']"
: 很多時候路西恩根本沒在點黑甲好不好,"[':', ' ', '很多', '時候', '路西', '恩', '根本', '沒在點', '黑甲', '好不好']"
: 打完可以吃餅乾了吧 老哥,"[':', ' ', '打', '完', '可以', '吃餅', '乾', '了', '吧', ' ', '老哥']"
: G2 怎麼變這麼爛....,"[':', ' ', 'G2', ' ', '怎麼', '變', '這麼爛', '....']"
: 還是希望G2能調整好世界賽回來吧QQ,"[':', ' ', '還是', '希望', 'G2', '能調', '整好', '世界', '賽回', '來', '吧', 'QQ']"
: Elk也是爛啦 不用這樣比,"[':', ' ', 'Elk', '也', '是爛', '啦', ' ', '不用', '這樣', '比']"
: C9撐得過30分都算他贏,"[':', ' ', 'C9', '撐得過', '30', '分都算', '他贏']"
: 然後hans的閃是不是要留著閃回家,"[':', ' ', '然', '後', 'hans', '的', '閃', '是不是', '要', '留著', '閃', '回家']"
: 有人也太臭太可怕 多崩潰阿==,"[':', ' ', '有人', '也', '太', '臭', '太', '可怕', ' ', '多崩潰', '阿', '=', '=']"
: 承認把 blg這麼醜,"[':', ' ', '承認', '把', ' ', 'blg', '這麼醜']"
: LPL黑反社會人格暴露光了 好可怕,"[':', ' ', 'LPL', '黑反', '社會', '人格', '暴露', '光', '了', ' ', '好', '可怕']"
: 這G2怎感覺比KT還爛,"[':', ' ', '這', 'G2', '怎感覺', '比', 'KT', '還爛']"
: G2被屌虐是關你啥事啊 氣到要詛咒別人,"[':', ' ', 'G2', '被', '屌', '虐是關', '你', '啥事', '啊', ' ', '氣到', '要', '詛咒', '別人']"
: Caps真的退化很嚴重…太令人失望,"[':', ' ', 'Caps', '真的', '退化', '很', '嚴重', '…', '太', '令人', '失望']"
: 這局跟Caps無關 可是這bo跟他有關 他打太爛了,"[':', ' ', '這局', '跟', 'Caps', '無關', ' ', '可是', '這', 'bo', '跟', '他', '有關', ' ', '他', '打太爛', '了']"
: 還是屌虐中韓以外的隊伍,"[':', ' ', '還是', '屌', '虐', '中韓', '以外', '的', '隊伍']"
: Caps根本戳整個系列賽…,"[':', ' ', 'Caps', '根本', '戳', '整個', '系列', '賽', '…']"
: 等等送ON餅乾吃到飽,"[':', ' ', '等等', '送', 'ON', '餅乾', '吃', '到', '飽']"
: GENG大概會把BLG虐過去了 BLG這次MSI真的好菜,"[':', ' ', 'GENG', '大概', '會', '把', 'BLG', '虐過', '去', '了', ' ', 'BLG', '這次', 'MSI', '真的', '好菜']"
: 那確實 我想不到安妮繞後那波太抽象了,"[':', ' ', '那', '確實', ' ', '我', '想不到', '安妮', '繞', '後', '那波', '太', '抽象', '了']"
: 因為寄生G2結果沒贏中國結果要粉絲去被車撞,"[':', ' ', '因為', '寄生', 'G2', '結果', '沒贏', '中國', '結果', '要', '粉絲', '去', '被', '車撞']"
: 人身攻擊的素質可見一斑,"[':', ' ', '人身', '攻擊', '的', '素質', '可見', '一斑']"
: 這把BP就直接虐了==,"[':', ' ', '這把', 'BP', '就', '直接', '虐', '了', '=', '=']"
: 素質真的很好,"[':', ' ', '素質', '真的', '很', '好']"
: chovy會把牙膏打到自閉,"[':', ' ', 'chovy', '會', '把', '牙膏', '打到', '自閉']"
: 可以被歐美各偷到一場 還有些場贏的那麼抖,"[':', ' ', '可以', '被', '歐美', '各', '偷', '到', '一場', ' ', '還', '有些', '場贏', '的', '那麼', '抖']"
: 要寄生也是寄生LCK阿 比較有機會 寄生G2幹嘛阿,"[':', ' ', '要', '寄生', '也', '是', '寄生', 'LCK', '阿', ' ', '比較', '有', '機會', ' ', '寄生', 'G2', '幹嘛', '阿']"
: 選JC就知道G2教練組多沒料 連宙斯都沒拿,"[':', ' ', '選', 'JC', '就', '知道', 'G2', '教練', '組多', '沒料', ' ', '連', '宙斯', '都', '沒', '拿']"
: 我看你每一串不也都在嘲諷人?,"[':', ' ', '我', '看', '你', '每', '一串', '不', '也', '都', '在', '嘲諷', '人', '?']"
: 打jdg往前送打g2也往前送 跟韓總扣閃半斤八兩,"[':', ' ', '打', 'jdg', '往前', '送', '打', 'g2', '也', '往前', '送', ' ', '跟', '韓總扣', '閃', '半斤', '八兩']"
: 誰會寄生G2 有病嗎= =,"[':', ' ', '誰', '會', '寄生', 'G2', ' ', '有病', '嗎', '=', ' ', '=']"
: BLG問題一堆的隊伍終究保底四強,"[':', ' ', 'BLG', '問題', '一堆', '的', '隊伍', '終究', '保底', '四強']"
: BLG一定打不贏GenG的 各線都那麼醜,"[':', ' ', 'BLG', '一定', '打不贏', 'GenG', '的', ' ', '各線', '都', '那麼醜']"
: 我剛剛就說過了 BLG上去被韓國隊虐比較有話題,"[':', ' ', '我', '剛剛', '就', '說過', '了', ' ', 'BLG', '上去', '被', '韓國隊', '虐', '比', '較', '有', '話題']"
: 笑死，一個暫停收到兩隻LPL黑進桶，好像很賺耶,"[':', ' ', '笑', '死', '，', '一個', '暫停', '收到', '兩', '隻', 'LPL', '黑進', '桶', '，', '好像', '很', '賺', '耶']"
: 怎麼會有人覺得 會有人寄生歐美...,"[':', ' ', '怎麼', '會', '有人', '覺得', ' ', '會', '有人', '寄生', '歐美', '...']"
: 其他隊真的很爛,"[':', ' ', '其他', '隊', '真的', '很爛']"
: gen不用寄生啦 拿冠軍都不意外的,"[':', ' ', 'gen', '不用', '寄生', '啦', ' ', '拿冠', '軍', '都', '不', '意外', '的']"
: 爽啦   LPL就是強  揚威LPL  我們是四強!!,"[':', ' ', '爽', '啦', ' ', ' ', ' ', 'LPL', '就是', '強', ' ', ' ', '揚威', 'LPL', ' ', ' ', '我們', '是', '四強', '!', '!']"
: BLG看就知道打不贏GEN啦,"[':', ' ', 'BLG', '看', '就', '知道', '打不贏', 'GEN', '啦']"
: 笑死 看個比賽而已 怎麼能氣成這樣,"[':', ' ', '笑', '死', ' ', '看個', '比賽', '而已', ' ', '怎麼', '能', '氣成', '這樣']"
: 怎麼會有人期待G2打贏呢 當然要交給LCK虐爛才好,"[':', ' ', '怎麼', '會', '有人', '期待', 'G2', '打贏', '呢', ' ', '當然', '要', '交給', 'LCK', '虐爛', '才', '好']"
: 老哥不用詛咒別人欸，讓LPL粉嗨完這最後一天不好ㄇ,"[':', ' ', '老哥', '不用', '詛咒', '別人', '欸', '，', '讓', 'LPL', '粉', '嗨', '完', '這最', '後', '一天', '不好', 'ㄇ']"
: BLG大概1%全員開上限能偷到GENG一場吧,"[':', ' ', 'BLG', '大概', '1%', '全員開', '上限', '能', '偷', '到', 'GENG', '一場', '吧']"
: GENG是韓國#1欸 BLG打不贏也不丟臉啊,"[':', ' ', 'GENG', '是', '韓國', '#', '1', '欸', ' ', 'BLG', '打不贏', '也', '不', '丟臉', '啊']"
: 今天的推文為啥這麼火爆= =,"[':', ' ', '今天', '的', '推文為', '啥', '這麼', '火爆', '=', ' ', '=']"
: zod沒班了？,"[':', ' ', 'zod', '沒班', '了', '？']"
: 睡覺睡覺,"[':', ' ', '睡覺', '睡覺']"
: blg這個白癡內容真的是上去等輸的,"[':', ' ', 'blg', '這個', '白', '癡', '內容', '真的', '是', '上去', '等', '輸', '的']"
: 牙膏開上限應該也打不贏Chovyy,"[':', ' ', '牙膏', '開', '上限', '應該', '也', '打', '不贏', 'Chovyy']"
: 先不要奶geng  geng有時候不知道為什麼怪怪的,"[':', ' ', '先', '不要', '奶', 'geng', ' ', ' ', 'geng', '有', '時候', '不', '知道', '為', '什麼', '怪怪的']"
: 因為blg喊了個暫停啊 雖然不影響結果,"[':', ' ', '因為', 'blg', '喊', '了', '個', '暫停', '啊', ' ', '雖然', '不', '影響', '結果']"
: 笑死 乖乖在賽事文嘴不要  釣到一堆人,"[':', ' ', '笑', '死', ' ', '乖乖', '在', '賽事', '文嘴', '不要', ' ', ' ', '釣到', '一堆', '人']"
: ZOD說JDG四件頭沒破綻,"[':', ' ', 'ZOD', '說', 'JDG', '四件', '頭沒破', '綻']"
: 不過好像也不好說 BLG季後賽每個系列賽都很抖還是打,"[':', ' ', '不過', '好像', '也', '不好', '說', ' ', 'BLG', '季後賽', '每個', '系列', '賽', '都', '很', '抖', '還是', '打']"
": ""打得非常好"" ""非常強""","[':', ' ', '""', '打', '得', '非常', '好', '""', ' ', '""', '非常', '強', '""']"
: 但那個時間那樣喊實在有點沒運動家精神,"[':', ' ', '但', '那個', '時間', '那樣', '喊實', '在', '有點', '沒運動家', '精神']"
: 這麼有這麼多小丑自己崩潰了,"[':', ' ', '這麼', '有', '這麼', '多', '小丑', '自己', '崩潰', '了']"
: BLG應該跟RNG差不多黑，蠻多人期待被車過去的,"[':', ' ', 'BLG', '應該', '跟', 'RNG', '差不多', '黑', '，', '蠻多人', '期待', '被', '車過', '去', '的']"
: 好了啦 Fanatio 當初就你期待歐美可以打贏LPL,"[':', ' ', '好', '了', '啦', ' ', 'Fanatio', ' ', '當初', '就', '你', '期待', '歐美', '可以', '打贏', 'LPL']"
: 到冠亞,"[':', ' ', '到', '冠亞']"
: 完了Zoe奶了京東,"[':', ' ', '完', '了', 'Zoe', '奶', '了', '京東']"
: Zod  剛打錯,"[':', ' ', 'Zod', ' ', ' ', '剛打錯']"
: 還說要拔票給其他賽區,"[':', ' ', '還說', '要', '拔票給', '其他', '賽區']"
: BLG打到這就是符合期望了 被GenG車也還好,"[':', ' ', 'BLG', '打到', '這', '就是', '符合', '期望', '了', ' ', '被', 'GenG', '車也', '還好']"
: 當初期待 跟現在階段的認為 哪裡有差??,"[':', ' ', '當', '初期', '待', ' ', '跟現', '在', '階段', '的', '認為', ' ', '哪裡', '有', '差', '?', '?']"
: 為啥LPL的主持衣服都那麼醜,"[':', ' ', '為', '啥', 'LPL', '的', '主持', '衣服', '都', '那麼醜']"
: gen能模仿七成jdg的打法應該就可以過blg了,"[':', ' ', 'gen', '能', '模仿', '七成', 'jdg', '的', '打法', '應該', '就', '可以', '過', 'blg', '了']"
: 不知道捏 一堆人反中反到CLG,"[':', ' ', '不', '知道', '捏', ' ', '一堆', '人', '反中', '反到', 'CLG']"
: luv二號啊 整天做夢歐美外卡能贏LPL 還活在去年TES,"[':', ' ', 'luv', '二號', '啊', ' ', '整天', '做', '夢', '歐美', '外卡', '能贏', 'LPL', ' ', '還活', '在', '去年', 'TES']"
:  blg及格了 可以下去  geng穩了,"[':', ' ', ' ', 'blg', '及格', '了', ' ', '可以', '下去', ' ', ' ', 'geng', '穩', '了']"
: 有人滿好笑的 根本沒預測一定贏 期望也可以被提,"[':', ' ', '有人', '滿', '好笑', '的', ' ', '根本', '沒', '預測', '一定', '贏', ' ', '期望', '也', '可以', '被', '提']"
: blg屌虐eu已經合格，剩下沒他們的事了,"[':', ' ', 'blg', '屌', '虐', 'eu', '已經', '合格', '，', '剩下', '沒', '他們', '的', '事', '了']"
: 被淘汰的人 被越南抓一場=要砍門票 邏輯滿分,"[':', ' ', '被', '淘汰', '的', '人', ' ', '被', '越南', '抓一場', '=', '要', '砍', '門票', ' ', '邏輯', '滿分']"
: 其實打到現在完全符合預期吧 中韓四強,"[':', ' ', '其實', '打到', '現在', '完全符合', '預期', '吧', ' ', '中', '韓四強']"
: 確實 BLG只能到這  要是WBG TES我還能期待冠亞,"[':', ' ', '確實', ' ', 'BLG', '只能', '到', '這', ' ', ' ', '要是', 'WBG', ' ', 'TES', '我', '還能', '期待', '冠亞']"
: on不拿可以開的輔助的時候全隊打得非常掙扎,"[':', ' ', 'on', '不', '拿', '可以', '開', '的', '輔助', '的', '時候', '全隊', '打得', '非常', '掙扎']"
: GENG還要模仿啥 直接就過了吧,"[':', ' ', 'GENG', '還要', '模仿', '啥', ' ', '直接', '就過', '了', '吧']"
: 再來的關鍵是四件頭跟非決賽的T1吧,"[':', ' ', '再來', '的', '關鍵', '是', '四件', '頭跟非', '決賽', '的', 'T1', '吧']"
: 又來==,"[':', ' ', '又', '來', '=', '=']"
: 沒有bo1就不要期待甚麼水鬼啦實力決定一切,"[':', ' ', '沒有', 'bo1', '就', '不要', '期待', '甚麼', '水鬼', '啦', '實力', '決定', '一切']"
: 熊哥 可以預測一下GEN跟BLG的比數嗎,"[':', ' ', '熊哥', ' ', '可以', '預測', '一下', 'GEN', '跟', 'BLG', '的', '比數', '嗎']"
: 要不是hans犯罪搞不好今天晉級的是G2,"[':', ' ', '要不是', 'hans', '犯罪', '搞不好', '今天', '晉級', '的', '是', 'G2']"
: 被GenG虐有啥嗎  #1贏不了#2才該檢討吧,"[':', ' ', '被', 'GenG', '虐有', '啥', '嗎', ' ', ' ', '#', '1', '贏', '不了', '#', '2', '才', '該', '檢討', '吧']"
: G2是歐美裡 拿到2場中韓賽區的 該鼓勵了==,"[':', ' ', 'G2', '是', '歐美裡', ' ', '拿到', '2', '場中', '韓賽區', '的', ' ', '該', '鼓勵', '了', '=', '=']"
: 他這次英文好順喔,"[':', ' ', '他', '這次', '英文', '好順', '喔']"
: very 豆腐,"[':', ' ', 'very', ' ', '豆腐']"
: 英文大師上線中,"[':', ' ', '英文', '大師', '上線', '中']"
: 和上次比,"[':', ' ', '和', '上次', '比']"
: 幹嘛讓彬哥講英文= =,"[':', ' ', '幹嘛', '讓', '彬', '哥講', '英文', '=', ' ', '=']"
: 唉唷不錯喔可以去NA撈錢了,"[':', ' ', '唉', '唷', '不錯', '喔', '可以', '去', 'NA', '撈', '錢', '了']"
: 這次有進步==,"[':', ' ', '這次', '有', '進步', '=', '=']"
: 使狀威爾,"[':', ' ', '使狀', '威爾']"
: BLG今天全靠ON 夠頂,"[':', ' ', 'BLG', '今天', '全靠', 'ON', ' ', '夠頂']"
: bin要求的吧,"[':', ' ', 'bin', '要求', '的', '吧']"
